,_latitude,_longitude,number_of_operators,number_of_available_trolleys,_title,_server_updated_at,_created_by,_updated_by,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
78,19.0198062,-98.2612393,2,2,"85 Avenida Orión Sur
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:55 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,10:04,UJE015A,Sin registro,Delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",16:28,Street - next to the curbside,no,no,Rear,no,no,no,no
79,19.0202646,-98.2610422,2,1,"3979 Júpiter
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:52 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,08:45,MZV5780,Sin registro,Delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",16:14,Street - next to the curbside,no,no,Rear,no,no,no,no
80,19.0283362,-98.2592099,2,1,"5648 Polux Oriente
Tlaxcalancingo Puebla 72197
México",2022-11-20 16:32:52 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:03,TUG535A,Sin registro,Sales & delivery,Automobile,no,"Alcoholic beverages (beer, liquor, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",15:04,Street - next to the curbside,no,no,Rear,no,no,no,no
81,19.0281359,-98.2589611,2,1,"5655 Polux Oriente
Tlaxcalancingo Puebla 72197
México",2022-11-20 16:32:51 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,08:26,SM31829,Sin registro,Delivery,Pick-up,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",16:59,Street - next to the curbside,no,no,Rear,no,no,no,no
82,19.0274674,-98.2587771,1,0,"5655 Polux Oriente
Tlaxcalancingo Puebla 72197
México",2022-11-20 16:32:50 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,08:55,UAE7707,Sin registro,Sales & delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.)",15:56,Street - next to the curbside,no,no,Rear,no,no,no,no
83,19.0272351,-98.259044,2,1,"1954 Calle Orión Norte
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:49 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,08:54,TZA7261,Sin registro,Delivery,Light truck or Van,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Dairy (milk, cheese, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",16:54,Street - next to the curbside,no,no,Rear,no,no,no,no
84,19.0248721,-98.2608944,4,1,"72 Serafines
Tlaxcalancingo Puebla 72825
México",2022-11-20 16:32:49 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:06,SN77136,Sin registro,Delivery,Light truck or Van,no,"Alcoholic beverages (beer, liquor, etc.),Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",16:56,Street - next to the curbside,no,no,Rear,no,no,no,no
85,19.0244557,-98.2611876,2,0,"72 Serafines
Tlaxcalancingo Puebla 72825
México",2022-11-20 16:32:48 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:47,UJG453A,Sin registro,Sales & delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",16:49,Street - next to the curbside,no,no,Rear,no,no,no,no
86,19.0239147,-98.2614525,1,0,"936 Calle Orión Norte
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:47 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:41,99TFP8,UBER,Sales (usually small car or motorcycle),Motorcycle,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",09:49,Street - next to the curbside,no,no,Rear,no,no,no,no
87,19.0238314,-98.2614753,1,0,"Avenida Orion Norte
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:46 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:42,82TFP8,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",09:45,Street - next to the curbside,no,no,Rear,no,no,no,no
88,19.0220967,-98.2607205,1,0,"6A Boulevard Licenciado G. Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:46 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,08:25,415TD,Sin registro,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Non-alcoholic beverages (water, soda, etc.),Produce (fruits & vegetables)",16:25,Street - next to the curbside,no,no,Rear,no,no,no,no
89,19.0222222,-98.2610785,2,1,"66 UC1
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:45 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:15,SP37423,Sin registro,Sales (usually small car or motorcycle),Pick-up,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",13:37,Street - next to the curbside,no,no,Rear,no,no,no,no
90,19.0226852,-98.261572,2,1,"340 Boulevard Gustavo Díaz Ordaz
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:45 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:33,8813SSJ,Sin registro,Sales & delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.),Produce (fruits & vegetables)",11:33,Street - next to the curbside,no,no,Side,no,no,yes,no
91,19.0534049,-98.2339495,1,0,"1901 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-19 18:08:19 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,12:03,S0 30 997,Marinela,Sales (usually small car or motorcycle),Pick-up,yes,"Bakery (bread, cookies, cakes, etc.)",12:11,Street - next to the curbside,no,no,Rear,no,no,no,no
92,19.0535269,-98.2339006,2,0,"Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-19 18:08:19 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,23:53,SK 92 157,Tutto bocadeli,Delivery,Pick-up,yes,"Non-alcoholic beverages (water, soda, etc.)",12:05,Store's garage,no,no,Rear,no,no,no,no
93,19.0523632,-98.220902,2,0,"701-A Calle 29 Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-19 17:37:10 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,11:34,SP 09 736,Carnes premium sa de cv,Delivery,Light truck or Van,yes,"Meat (beef, poultry, pork, seafood, etc.)",11:45,Street - next to the curbside,no,no,Rear,yes,no,no,no
94,19.0533108,-98.2205203,2,1,"309 Calle 29 Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-19 17:24:17 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,11:00,SM 19 713,No disponible ,Delivery,Pick-up,yes,"Alcoholic beverages (beer, liquor, etc.)",11:27,Street - next to the curbside,no,no,Rear,no,no,no,no
95,19.0549013,-98.2203338,3,0,"123 Calle Tlaxco
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-19 17:12:20 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,11:05,HEA 703C,José Luis Hernández Valdez Fletes,Delivery,SUV,no,Muebles,11:20,On top of a sidewalk,no,no,Rear,no,no,no,no
96,19.0515491,-98.2205726,1,0,"719 Chipilo
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-19 17:01:19 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:54,XA 53 285,No disponible ,Sales & delivery,Pick-up,no,"Non-alcoholic beverages (water, soda, etc.)",11:03,Street - next to the curbside,no,no,Rear,no,no,no,no
97,19.0527507,-98.234267,1,0,"1914 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-19 16:30:35 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:22,SN 91 675,Sin registro,Delivery,SUV,no,"Bakery (bread, cookies, cakes, etc.)",10:35,Store's garage,no,no,Rear,no,no,no,no
98,19.0459163426,-98.2295282185,1,0,"3306 Avenida 29 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:06 UTC,Gustavo Manzanilla,Gustavo Manzanilla,13:50,Mpw2573,No logo,Delivery,Pick-up,no,grocery,14:10,Street - next to the curbside,no,no,Rear,no,no,no,no
99,19.0457848198,-98.2272607461,1,0,"2701 Calle 31 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:06 UTC,Gustavo Manzanilla,Gustavo Manzanilla,13:51,Tzr5232,Coca cola,Sales (usually small car or motorcycle),Automobile,no,tomar pedido,13:59,Street - next to the curbside,no,no,Rear,no,no,no,no
100,19.0456596354,-98.2269284874,1,0,"2969 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:04 UTC,Gustavo Manzanilla,Gustavo Manzanilla,12:48,Tzr5232,Coca cola,Sales (usually small car or motorcycle),Automobile,no,"ninguno, solo tomar pedido",13:00,Street - next to the curbside,no,no,Side,no,no,no,no
101,19.0452653831,-98.2254264504,2,0,"2515 Calle 29 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:04 UTC,Gustavo Manzanilla,Gustavo Manzanilla,13:45,A6764a,Regio gas,Delivery,Heavy duty truck,no,gas,13:59,Street - next to the curbside,yes,yes,Rear,yes,no,yes,no
102,19.0451332259,-98.2257308811,1,1,"2901 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:03 UTC,Gustavo Manzanilla,Gustavo Manzanilla,14:21,Ju02115,no logo,Delivery,Pick-up,no,Produce (fruits & vegetables),14:49,Street - next to the curbside,no,no,Rear,no,no,no,no
103,19.0450188164,-98.2255736366,1,0,"2851 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:03 UTC,Gustavo Manzanilla,Gustavo Manzanilla,15:29,Yr2673,No logo,Sales (usually small car or motorcycle),Automobile,no,"Bakery (bread, cookies, cakes, etc.)",15:45,Street - next to the curbside,no,no,Rear,no,no,no,yes
104,19.0448191542,-98.2250211015,2,1,"2507 Calle 29 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:03 UTC,Gustavo Manzanilla,Gustavo Manzanilla,15:20,Sp12805,"Los volcanes (entregando cemento a bloquera), bajaron con montacargas",Delivery,Heavy duty truck,no,cemento,16:45,Street - next to the curbside,no,yes,Side,no,no,yes,yes
105,19.0445684669,-98.2247220352,2,2,"2713 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72410
México",2022-11-19 02:39:02 UTC,Gustavo Manzanilla,Gustavo Manzanilla,17:25,97ap4g,Eristain,Delivery,Heavy duty truck,no,motor,17:50,Street - next to the curbside,no,no,Rear,no,no,yes,no
106,19.0408173025,-98.2233765721,3,0,"2325 Avenida 33 Poniente
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:39:02 UTC,Gustavo Manzanilla,Gustavo Manzanilla,16:08,Nsl5626,No visible logos,Delivery,Pick-up,no,car glass,16:20,Street - next to the curbside,no,no,Side,no,no,no,no
107,19.0410153849,-98.2237172127,2,0,"3111B Calle 25 Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:39:02 UTC,Gustavo Manzanilla,Gustavo Manzanilla,17:04,Sn23230,Gas uribe,Sales & delivery,Heavy duty truck,no,Gas,17:20,Double lane,yes,no,Rear,no,no,yes,yes
108,19.0413243929,-98.2244373858,1,0,"2511 Avenida 33 Poniente
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:39:01 UTC,Gustavo Manzanilla,Gustavo Manzanilla,14:06,Sn91376,Estatega,Delivery,Light truck or Van,no,tela,14:21,Street - next to the curbside,no,no,Side,yes,no,no,no
109,19.0416283295,-98.2250670344,2,0,"2527 Avenida 33 Poniente
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:39:01 UTC,Gustavo Manzanilla,Gustavo Manzanilla,12:53,Xb62636,Putificadora ander ,Sales & delivery,Pick-up,no,"Non-alcoholic beverages (water, soda, etc.)",13:05,Street - next to the curbside,no,no,Rear,no,no,no,no
110,19.0420412893,-98.225950487,1,0,"2713 Avenida 33 Poniente
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:39:00 UTC,Gustavo Manzanilla,Gustavo Manzanilla,17:30,Uhe480a,Automotriz toledo,Delivery,Automobile,no,refacciones,17:50,Street - next to the curbside,no,no,Rear,yes,no,yes,no
111,19.0429118927,-98.2277365029,1,1,"2907 Avenida 33 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:00 UTC,Gustavo Manzanilla,Gustavo Manzanilla,16:43,Wzv6303,Kyocera fm,Delivery,Pick-up,no,"Paper Goods (paper towels, toilet paper, etc.)",16:55,Street - next to the curbside,yes,no,Rear,no,no,no,no
112,19.041807712,-98.2274310663,2,0,"Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:39:00 UTC,Gustavo Manzanilla,Gustavo Manzanilla,15:20,6554p # interno DANONE,DANONE a miscelanea maty,Sales & delivery,Automobile,no,"Dairy (milk, cheese, etc.)",15:45,Street - next to the curbside,no,no,Rear,no,no,no,no
113,19.0417417905,-98.2272677869,1,0,"Avenida 35 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-19 02:38:59 UTC,Gustavo Manzanilla,Gustavo Manzanilla,16:10,34rb4u,Fotografía el vergel,Delivery,Light truck or Van,no,plastic boxes (equipment) and  cardboxes,17:30,Street - next to the curbside,no,no,Side,no,no,no,no
114,19.0408920985,-98.2258056477,1,0,"3502 Calle 27 Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:38:59 UTC,Gustavo Manzanilla,Gustavo Manzanilla,12:21,454zys,No visible,Sales (usually small car or motorcycle),Pick-up,no,"Non-alcoholic beverages (water, soda, etc.)",12:30,Street - next to the curbside,no,no,Side,yes,no,no,no
115,19.0412074453,-98.2257412747,2,1,"3311 Calle 27 Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-19 02:38:58 UTC,Gustavo Manzanilla,Gustavo Manzanilla,12:14,Muj3826,Articulos de hule puebla,Sales & delivery,Heavy duty truck,no,articulos de hule,13:02,Street - next to the curbside,no,no,Rear,yes,no,no,no
116,19.0423183191,-98.1963503167,3,2,"Ciclovía 2 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-18 20:48:37 UTC,Uriel Bonilla,Uriel Bonilla,16:22,LF42722,Mr.lucky,Delivery,Heavy duty truck,yes,"Bakery (bread, cookies, cakes, etc.),Produce (fruits & vegetables)",16:25,Street - next to the curbside,yes,no,Rear,no,no,yes,yes
117,19.0487261062,-98.1993785199,1,0,"311-A Avenida 8 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:35 UTC,Juan Chimas,Juan Chimas,14:57,SN-65-030,Entorno impresión ,Delivery,Light truck or Van,no,"Paper Goods (paper towels, toilet paper, etc.)",15:12,Street - next to the curbside,no,no,Rear,no,no,no,no
118,19.0473490037,-98.1964384994,3,2,"8 Avenida 8 Oriente
Puebla PUE 72000
MX",2022-11-18 17:24:35 UTC,Juan Chimas,Juan Chimas,15:34,SP-14-360,Pepsi,Sales & delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:45,Street - next to the curbside,no,no,Rear,no,no,no,no
119,19.0480351673,-98.1963600948,2,0,"80C Avenida 5 de Mayo
Puebla PUE 72000
MX",2022-11-18 17:24:34 UTC,Juan Chimas,Juan Chimas,15:20,SP-13-118,El patio de san Luis ,Sales & delivery,Light truck or Van,yes,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.)",15:39,Street - next to the curbside,no,no,Rear,no,no,no,no
120,19.0481925477,-98.1963129156,2,1,"7–25 Avenida 10 Oriente
Puebla PUE 72000
MX",2022-11-18 17:24:34 UTC,Juan Chimas,Juan Chimas,15:18,SP-14-561,Epura,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:28,Double lane,no,no,Side,no,no,no,no
121,19.0485133831,-98.1970228025,2,1,"117 Avenida 10 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:33 UTC,Juan Chimas,Juan Chimas,15:23,SN-57-035,J&T Express,Delivery,Light truck or Van,no,Electronics ,15:47,Street - next to the curbside,no,no,Rear,no,no,no,no
122,19.04869169,-98.1972448156,1,0,"111 Avenida 10 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:32 UTC,Juan Chimas,Juan Chimas,15:21,XB-87-421,Sin registro,Delivery,Pick-up,no,Nonfood,15:32,Street - next to the curbside,no,no,Rear,no,no,no,no
123,19.049461945,-98.1989864913,1,0,"315-D Avenida 10 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:31 UTC,Juan Chimas,Juan Chimas,15:16,SN-64-943,Grupo excelencia diagonal,Delivery,Pick-up,no,Nonfood,15:31,Street - next to the curbside,no,no,Rear,no,no,no,no
124,19.0496978956,-98.2009965555,3,0,"514 Avenida 8 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:30 UTC,Juan Chimas,Juan Chimas,15:07,SN-67-149,Sin registro,Delivery,Pick-up,no,Nonfood,15:18,Street - next to the curbside,no,no,Rear,no,no,no,no
125,19.0493503362,-98.2003566075,1,0,"506 Avenida 8 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:30 UTC,Juan Chimas,Juan Chimas,14:43,SN-64-738,Gas oriente,Delivery,Pick-up,no,Nonfood,15:01,Street - next to the curbside,no,no,Rear,no,no,no,yes
126,19.0487777287,-98.1993302403,2,0,"305 Avenida 8 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:29 UTC,Juan Chimas,Juan Chimas,14:54,PEP-75-70,Carrocería chicano ,Delivery,Light truck or Van,no,Nonfood,14:56,Street - next to the curbside,no,no,Rear,no,no,yes,no
127,19.0485562837,-98.1990660354,2,0,"314 Avenida 8 Poniente
Puebla PUE 72000
MX",2022-11-18 17:24:29 UTC,Juan Chimas,Juan Chimas,14:40,LE-61-349,Cooperativo de autotransporte express de carga,Delivery,Light truck or Van,no,Nonfood,15:58,Street - next to the curbside,yes,no,Rear,no,no,yes,no
128,19.0485926937,-98.1981829238,1,1,"801 Calle 3 Norte
Puebla PUE 72000
MX",2022-11-18 17:24:28 UTC,Juan Chimas,Juan Chimas,14:43,86-AY-6C,Feljara ,Delivery,Heavy duty truck,no,Nonfood,15:05,Street - next to the curbside,no,no,Rear,no,no,no,no
129,19.0486103052,-98.2001090737,1,0,"601 2 Calle 5 Norte
Puebla PUE 72000
MX",2022-11-18 17:24:27 UTC,Juan Chimas,Juan Chimas,14:27,XXA741B,Coca col,Sales (usually small car or motorcycle),Automobile,no,Nonfood,14:40,Street - next to the curbside,no,no,Rear,no,no,no,no
130,19.0463827271,-98.1936070696,2,0,"804 Calle 4 Norte
Puebla PUE 72000
MX",2022-11-18 17:24:27 UTC,Juan Chimas,Juan Chimas,16:37,SN-23-119,Sin registro,Delivery,Pick-up,no,"Dairy (milk, cheese, etc.)",16:45,Street - next to the curbside,no,no,Rear,no,no,no,no
131,19.0449532354,-98.1943559089,2,0,"408 Calle 4 Norte
Puebla PUE 72000
MX",2022-11-18 17:24:26 UTC,Juan Chimas,Juan Chimas,16:11,LE-32-848,Jumex,Delivery,Light truck or Van,yes,"Non-alcoholic beverages (water, soda, etc.)",16:13,Street - next to the curbside,yes,no,Rear,no,no,yes,no
132,19.0498619774,-98.1956955045,1,0,"101 Avenida 14 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-17 21:29:12 UTC,Sergio Licea,Sergio Licea,15:17,LE46801,Bonafont,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:25,Double lane,no,no,Rear,no,no,no,yes
133,19.0464522572,-98.1946175918,3,0,"210 Avenida 8 Oriente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-17 21:17:27 UTC,Sergio Licea,Sergio Licea,15:06,NKU9817,Sin registro,Delivery,SUV,no,Nonfood,15:24,Street - next to the curbside,no,no,Rear,yes,no,no,no
134,19.0461999877,-98.1942880154,1,2,"217 Avenida 8 Oriente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-17 21:04:10 UTC,Sergio Licea,Sergio Licea,14:58,SJ63123,Cocacola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:01,Dedicated unloading area (Bay),no,no,Side,no,no,no,no
135,19.0454041955,-98.1984943897,2,0,"112 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-17 18:39:11 UTC,Edward González,Edward González,11:00,SN34143,Sin registro,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:10,Public parking lot,yes,no,Rear,no,no,no,no
136,19.0447310492,-98.2011457533,1,1,"307 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-17 18:39:10 UTC,Edward González,Edward González,10:55,XB3067A,CocaCola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:00,Public parking lot,no,no,Side,no,no,no,no
137,19.0459711701,-98.2036288083,2,0,"301 Calle 7 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-17 18:39:10 UTC,Edward González,Edward González,10:38,SW3804D,Sin registro,Delivery,Light truck or Van,no,Nonfood,10:43,Public parking lot,yes,no,Rear,no,no,no,no
138,19.0430761971,-98.2014234753,1,0,"508 Calle 3 Sur
Puebla PUE 72000
MX",2022-11-17 17:51:03 UTC,Emilio Garza,Emilio Garza,11:25,XB-3067-A,Cocacola ,Sales & delivery,Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",11:45,Street - next to the curbside,no,no,Side,no,no,no,no
139,19.0441553907,-98.2008047035,2,1,"303 Calle 3 Sur
Puebla PUE 72000
MX",2022-11-17 17:35:31 UTC,Emilio Garza,Emilio Garza,11:32,Sp38651,Gamesa,Delivery,Light truck or Van,no,Chips,11:34,Street - next to the curbside,no,no,Side,no,no,no,no
140,19.0441607415,-98.2001068359,2,1,"137 Avenida 3 Oriente
Puebla PUE 72000
MX",2022-11-17 17:25:50 UTC,José Oropeza,José Oropeza,11:24,SP-283-40,Sin registro,Delivery,Pick-up,no,"Paper Goods (paper towels, toilet paper, etc.)",11:35,Street - next to the curbside,no,no,Rear,no,no,no,no
141,19.0040191636,-98.2662270405,2,0,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-17 16:52:20 UTC,José López,José López,10:49,SN-52-660,Tudogar ,Delivery,Light truck or Van,no,House Products ,11:30,Public parking lot,no,no,Rear,no,no,no,no
142,19.0040275612,-98.2662111042,1,0,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-17 16:52:04 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,09:45,XXC-646-B,La Magenta ,Delivery,Light truck or Van,no,Flowers ,10:30,Public parking lot,no,no,Rear,no,no,no,no
143,18.9992453763,-98.2747797669,1,0,"San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-17 16:46:04 UTC,José López,José López,10:28,F69TR,Lulus ,Delivery,Motorcycle,no,"Meat (beef, poultry, pork, seafood, etc.)",10:44,Public parking lot,no,no,Rear,no,no,no,no
144,18.9995101317,-98.2745818966,1,1,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-17 16:41:27 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:20,SM-67-395,Corona ,Delivery,Heavy duty truck,yes,"Alcoholic beverages (beer, liquor, etc.)",10:40,Street - next to the curbside,no,no,Rear,no,no,no,no
145,18.9996357615,-98.2748416839,1,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-17 16:34:31 UTC,José López,José López,10:32,NW-5910-B,Angelopolis Clínica Veterinaria ,Delivery,Light truck or Van,no,Animal Products ,10:50,Public parking lot,no,no,Rear,no,no,no,no
146,19.0486551619,-98.2010471821,1,0,"511 Avenida 6 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-17 00:49:30 UTC,Sergio Licea,Sergio Licea,15:10,SL52856,Sin registro,Delivery,Light truck or Van,no,Nonfood,15:29,Double lane,yes,no,Rear,no,no,no,no
147,19.048947435,-98.1995449039,1,0,"324 Avenida 8 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:37 UTC,Sandra Carreón,Sandra Carreón,10:37,SP14355,Pepsi,Delivery,Light truck or Van,yes,"Non-alcoholic beverages (water, soda, etc.)",10:49,Double lane,no,no,Side,no,no,no,no
148,19.0476399707,-98.200733699,2,2,"403–407 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:36 UTC,Sandra Carreón,Sandra Carreón,10:35,XB30634,Coca-Cola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:41,Street - next to the curbside,yes,no,Side,no,no,no,no
149,19.0457916772,-98.2036237792,1,0,"304 Calle 7 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:36 UTC,Sandra Carreón,Sandra Carreón,10:02,SP40504,Sin registro,Delivery,Light truck or Van,no,Produce (fruits & vegetables),10:27,Street - next to the curbside,no,no,Rear,no,no,no,no
150,19.0459865146,-98.2033609227,1,0,"532 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:35 UTC,Sandra Carreón,Sandra Carreón,10:18,SN34670,Sin registro,Sales & delivery,Light truck or Van,no,Nonfood,10:35,Street - next to the curbside,no,no,Rear,no,no,no,no
151,19.0463860799,-98.2026356366,1,1,"533 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-16 22:36:35 UTC,Sandra Carreón,Sandra Carreón,09:44,XD5274A,Barcel ,Delivery,Light truck or Van,no,Frituras ,10:12,Street - next to the curbside,yes,no,Rear,no,no,no,no
152,19.0491904338,-98.2020486519,2,2,"701 Avenida 6 Poniente
Heroica Puebla de Zaragoza Puebla 72090
México",2022-11-16 21:25:29 UTC,Sergio Licea,Sergio Licea,15:07,SJ63123,Cocacola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:24,Dedicated unloading area (Bay),no,no,Side,no,no,no,no
153,19.0642236,-98.3096287,2,2,"201 Calle 5 Norte
Cholula Puebla 72760
Mexico",2022-11-16 21:02:21 UTC,Hiram Jiménez,Hiram Jiménez,17:01,SN30728,Coca cola ,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",17:09,Street - next to the curbside,no,no,Side,no,no,yes,no
